Dice average: 0.6558987141803764
0.0, 2887, 0, 3611, 0
0.010101010101010102, 2013, 874, 3610, 1
0.020202020202020204, 1870, 1017, 3610, 1
0.030303030303030304, 1797, 1090, 3610, 1
0.04040404040404041, 1757, 1130, 3610, 1
0.05050505050505051, 1732, 1155, 3610, 1
0.06060606060606061, 1708, 1179, 3610, 1
0.07070707070707072, 1695, 1192, 3610, 1
0.08080808080808081, 1679, 1208, 3610, 1
0.09090909090909091, 1664, 1223, 3610, 1
0.10101010101010102, 1650, 1237, 3610, 1
0.11111111111111112, 1641, 1246, 3610, 1
0.12121212121212122, 1633, 1254, 3610, 1
0.13131313131313133, 1627, 1260, 3610, 1
0.14141414141414144, 1622, 1265, 3610, 1
0.15151515151515152, 1616, 1271, 3610, 1
0.16161616161616163, 1611, 1276, 3610, 1
0.17171717171717174, 1602, 1285, 3610, 1
0.18181818181818182, 1596, 1291, 3610, 1
0.19191919191919193, 1585, 1302, 3610, 1
0.20202020202020204, 1574, 1313, 3610, 1
0.21212121212121213, 1571, 1316, 3610, 1
0.22222222222222224, 1559, 1328, 3610, 1
0.23232323232323235, 1543, 1344, 3610, 1
0.24242424242424243, 1528, 1359, 3610, 1
0.25252525252525254, 1507, 1380, 3610, 1
0.26262626262626265, 1478, 1409, 3610, 1
0.27272727272727276, 1452, 1435, 3610, 1
0.2828282828282829, 1425, 1462, 3610, 1
0.29292929292929293, 1378, 1509, 3610, 1
0.30303030303030304, 1331, 1556, 3610, 1
0.31313131313131315, 1273, 1614, 3610, 1
0.32323232323232326, 1227, 1660, 3610, 1
0.33333333333333337, 1166, 1721, 3610, 1
0.3434343434343435, 1106, 1781, 3610, 1
0.3535353535353536, 1045, 1842, 3610, 1
0.36363636363636365, 978, 1909, 3610, 1
0.37373737373737376, 917, 1970, 3610, 1
0.38383838383838387, 853, 2034, 3610, 1
0.393939393939394, 775, 2112, 3610, 1
0.4040404040404041, 717, 2170, 3610, 1
0.4141414141414142, 638, 2249, 3610, 1
0.42424242424242425, 549, 2338, 3610, 1
0.43434343434343436, 495, 2392, 3610, 1
0.4444444444444445, 426, 2461, 3610, 1
0.4545454545454546, 388, 2499, 3610, 1
0.4646464646464647, 350, 2537, 3610, 1
0.4747474747474748, 308, 2579, 3610, 1
0.48484848484848486, 256, 2631, 3610, 1
0.494949494949495, 229, 2658, 3610, 1
0.5050505050505051, 202, 2685, 3610, 1
0.5151515151515152, 169, 2718, 3610, 1
0.5252525252525253, 140, 2747, 3610, 1
0.5353535353535354, 117, 2770, 3610, 1
0.5454545454545455, 101, 2786, 3610, 1
0.5555555555555556, 86, 2801, 3610, 1
0.5656565656565657, 71, 2816, 3610, 1
0.5757575757575758, 56, 2831, 3610, 1
0.5858585858585859, 41, 2846, 3610, 1
0.595959595959596, 31, 2856, 3610, 1
0.6060606060606061, 23, 2864, 3610, 1
0.6161616161616162, 22, 2865, 3610, 1
0.6262626262626263, 21, 2866, 3610, 1
0.6363636363636365, 4, 2883, 3610, 1
0.6464646464646465, 2, 2885, 3610, 1
0.6565656565656566, 1, 2886, 3610, 1
0.6666666666666667, 0, 2887, 3610, 1
0.6767676767676768, 0, 2887, 3610, 1
0.686868686868687, 0, 2887, 3610, 1
0.696969696969697, 0, 2887, 3610, 1
0.7070707070707072, 0, 2887, 3610, 1
0.7171717171717172, 0, 2887, 3610, 1
0.7272727272727273, 0, 2887, 3610, 1
0.7373737373737375, 0, 2887, 3610, 1
0.7474747474747475, 0, 2887, 3610, 1
0.7575757575757577, 0, 2887, 3610, 1
0.7676767676767677, 0, 2887, 3610, 1
0.7777777777777778, 0, 2887, 3610, 1
0.787878787878788, 0, 2887, 3610, 1
0.797979797979798, 0, 2887, 3610, 1
0.8080808080808082, 0, 2887, 3610, 1
0.8181818181818182, 0, 2887, 3610, 1
0.8282828282828284, 0, 2887, 3610, 1
0.8383838383838385, 0, 2887, 3610, 1
0.8484848484848485, 0, 2887, 3610, 1
0.8585858585858587, 0, 2887, 3610, 1
0.8686868686868687, 0, 2887, 3610, 1
0.8787878787878789, 0, 2887, 3610, 1
0.888888888888889, 0, 2887, 3610, 1
0.8989898989898991, 0, 2887, 3610, 1
0.9090909090909092, 0, 2887, 3610, 1
0.9191919191919192, 0, 2887, 3610, 1
0.9292929292929294, 0, 2887, 3610, 1
0.9393939393939394, 0, 2887, 3610, 1
0.9494949494949496, 0, 2887, 3610, 1
0.9595959595959597, 0, 2887, 3610, 1
0.9696969696969697, 0, 2887, 3610, 1
0.9797979797979799, 0, 2887, 3610, 1
0.98989898989899, 0, 2887, 3610, 1
1.0, 0, 2887, 3610, 1
